Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Sex_of_Driver,Sex_of_Casualty,Age_of_Driver,Age_of_Casualty
2.02E+12,3,1,1,16/01/18,3,18:50,1,1,55,21
2.02E+12,3,2,3,16/01/18,3,21:04,3,1,19,38
2.02E+12,3,2,1,16/01/18,3,17:49,1,1,51,86
2.02E+12,3,2,2,16/01/18,3,15:08,2,1,42,21
2.02E+12,3,2,1,16/01/18,3,17:15,1,1,20,3
2.02E+12,3,2,1,15/01/18,2,19:55,1,1,36,29
2.02E+12,3,3,3,16/01/18,3,23:11,2,2,48,40
2.02E+12,3,2,1,16/01/18,3,22:30,1,2,41,40
2.02E+12,3,2,1,16/01/18,3,8:40,2,1,48,37
2.02E+12,3,2,2,08/01/18,2,18:10,1,2,20,33
2.02E+12,3,1,1,15/01/18,2,9:30,1,1,28,28
2.02E+12,3,2,1,02/01/18,3,16:35,2,1,23,24
2.02E+12,3,2,1,17/01/18,4,8:32,2,2,29,38
2.02E+12,3,2,1,03/01/18,4,0:01,2,1,33,36
2.02E+12,3,2,1,17/01/18,4,8:20,1,1,35,27
2.02E+12,3,2,1,17/01/18,4,8:39,3,1,1,31
2.02E+12,2,2,1,17/01/18,4,7:16,1,1,31,28
2.02E+12,3,1,1,17/01/18,4,8:30,3,1,1,47
2.02E+12,3,2,1,17/01/18,4,7:45,1,2,21,44
2.02E+12,3,2,1,17/01/18,4,7:46,1,2,44,41
2.02E+12,2,2,1,17/01/18,4,9:45,3,1,1,43
2.02E+12,2,1,1,17/01/18,4,8:08,1,1,47,41
2.02E+12,3,1,1,17/01/18,4,6:57,1,2,22,37
2.02E+12,3,1,1,17/01/18,4,9:21,1,1,84,27
2.02E+12,3,2,1,13/01/18,7,18:40,1,1,47,32
2.02E+12,3,2,1,17/01/18,4,11:30,3,1,1,25
2.02E+12,3,1,1,17/01/18,4,12:13,1,2,27,16
2.02E+12,3,2,1,17/01/18,4,9:00,1,2,35,33
2.02E+12,3,2,1,17/01/18,4,12:25,3,1,1,18
2.02E+12,3,2,1,16/01/18,3,14:40,1,1,33,1
2.02E+12,3,1,1,17/01/18,4,9:18,2,1,67,46
2.02E+12,3,3,2,17/01/18,4,13:26,1,1,31,42
2.02E+12,3,1,1,17/01/18,4,12:00,2,1,45,46
2.02E+12,3,2,1,09/01/18,3,19:00,1,2,29,44
2.02E+12,3,2,1,17/01/18,4,8:46,1,2,24,21
2.02E+12,3,3,2,17/01/18,4,10:00,1,2,67,1
2.02E+12,3,2,1,17/01/18,4,12:30,1,1,24,10
2.02E+12,3,1,1,17/01/18,4,9:20,1,1,1,48
2.02E+12,3,3,1,16/01/18,3,15:25,1,1,1,51
2.02E+12,3,2,1,17/01/18,4,8:27,2,1,58,44
2.02E+12,2,2,1,16/01/18,3,23:40,1,1,29,21
2.02E+12,3,2,1,16/01/18,3,22:37,1,2,1,57
2.02E+12,2,1,1,12/01/18,6,18:00,1,1,19,41
2.02E+12,3,1,1,09/01/18,3,19:20,3,1,18,42
2.02E+12,3,1,1,17/01/18,4,11:01,1,1,48,74
2.02E+12,3,2,1,16/01/18,3,18:25,1,1,1,50
2.02E+12,3,2,1,17/01/18,4,14:29,1,1,1,23
2.02E+12,3,2,2,08/01/18,2,18:37,1,1,14,31
2.02E+12,3,2,1,16/01/18,3,17:25,3,2,1,1
2.02E+12,3,2,1,17/01/18,4,14:19,1,2,57,13
2.02E+12,3,1,1,17/01/18,4,15:45,3,2,1,33
2.02E+12,3,2,1,17/01/18,4,15:00,2,2,41,1
2.02E+12,3,1,1,17/01/18,4,15:30,1,2,30,23
2.02E+12,3,2,2,17/01/18,4,14:55,1,1,23,23
2.02E+12,3,1,1,12/01/18,6,13:15,1,2,1,44
2.02E+12,3,2,1,12/01/18,6,23:04,1,1,58,10
2.02E+12,3,1,1,17/01/18,4,15:54,1,2,33,35
2.02E+12,3,2,1,17/01/18,4,16:00,2,1,64,40
2.02E+12,2,1,1,17/01/18,4,14:17,3,1,1,31
2.02E+12,3,2,2,14/01/18,1,12:15,3,1,1,35
2.02E+12,3,1,1,17/01/18,4,17:00,3,2,1,10
2.02E+12,3,2,1,17/01/18,4,15:40,2,2,34,29
2.02E+12,3,1,1,17/01/18,4,7:35,1,1,28,3
2.02E+12,2,1,1,16/01/18,3,19:45,2,1,41,31
2.02E+12,3,1,3,17/01/18,4,17:45,1,1,31,36
2.02E+12,3,7,2,17/01/18,4,18:04,2,2,34,61
2.02E+12,3,1,1,17/01/18,4,15:10,1,2,56,21
2.02E+12,3,1,1,17/01/18,4,16:51,1,1,33,28
2.02E+12,3,2,1,17/01/18,4,17:12,2,1,38,21
2.02E+12,3,2,1,17/01/18,4,13:14,2,2,75,24
2.02E+12,3,1,2,17/01/18,4,18:30,2,1,43,1
2.02E+12,3,1,1,17/01/18,4,18:55,2,1,36,43
2.02E+12,3,1,1,17/01/18,4,17:42,3,1,1,56
2.02E+12,3,2,1,17/01/18,4,19:23,1,1,28,45
2.02E+12,2,1,1,17/01/18,4,15:33,1,1,44,1
2.02E+12,3,1,1,17/01/18,4,19:10,1,1,50,21
2.02E+12,3,2,1,17/01/18,4,18:20,2,1,50,44
2.02E+12,3,2,1,17/01/18,4,20:00,1,1,25,21
2.02E+12,3,2,1,16/01/18,3,16:10,2,1,66,23
2.02E+12,3,2,1,17/01/18,4,18:34,2,1,51,54
2.02E+12,3,1,1,17/01/18,4,21:03,1,1,39,26
2.02E+12,3,2,1,17/01/18,4,19:00,1,2,65,30
2.02E+12,3,1,1,17/01/18,4,21:07,1,1,32,73
2.02E+12,3,3,1,17/01/18,4,20:50,2,1,19,37
2.02E+12,3,2,1,17/01/18,4,20:21,1,1,1,51
2.02E+12,3,2,1,16/01/18,3,15:45,1,1,53,30
2.02E+12,3,2,2,16/01/18,3,14:35,1,1,78,45
2.02E+12,3,1,2,17/01/18,4,19:09,2,1,55,50
2.02E+12,3,2,1,17/01/18,4,21:30,2,1,1,26
2.02E+12,3,2,1,17/01/18,4,19:50,1,1,35,1
2.02E+12,2,2,2,17/01/18,4,19:45,1,2,1,41
2.02E+12,3,4,2,18/01/18,5,0:48,1,2,1,24
2.02E+12,2,3,1,17/01/18,4,23:00,1,1,31,24
2.02E+12,3,2,1,18/01/18,5,0:10,1,1,44,20
2.02E+12,3,2,1,17/01/18,4,23:30,1,1,25,42
2.02E+12,3,2,1,17/01/18,4,23:55,1,1,43,86
2.02E+12,3,1,1,17/01/18,4,23:35,1,1,25,35
2.02E+12,3,1,1,17/01/18,4,23:04,1,1,61,1
2.02E+12,3,2,2,17/01/18,4,23:30,2,1,55,55
2.02E+12,2,1,1,18/01/18,5,0:25,2,2,22,54
2.02E+12,3,1,1,05/01/18,6,8:20,1,1,58,50
2.02E+12,3,2,1,18/01/18,5,8:44,1,2,25,17
2.02E+12,3,2,1,18/01/18,5,8:00,1,1,29,35
2.02E+12,3,1,1,18/01/18,5,7:45,1,2,1,33
2.02E+12,3,1,1,08/01/18,2,13:35,1,1,34,79
2.02E+12,3,1,1,18/01/18,5,8:13,3,2,1,36
2.02E+12,3,1,1,18/01/18,5,8:15,1,2,23,31
2.02E+12,3,2,1,18/01/18,5,9:18,1,1,26,18
2.02E+12,3,2,1,18/01/18,5,8:17,1,2,1,32
2.02E+12,3,2,1,18/01/18,5,9:30,2,1,34,41
2.02E+12,3,1,1,18/01/18,5,11:05,1,1,43,27
2.02E+12,3,2,1,18/01/18,5,10:00,1,2,55,28
2.02E+12,3,1,1,11/01/18,5,15:55,1,2,62,35
2.02E+12,3,1,1,18/01/18,5,9:20,3,2,1,28
2.02E+12,3,1,1,18/01/18,5,12:15,1,1,48,16
2.02E+12,3,2,2,18/01/18,5,8:42,1,1,45,35
2.02E+12,3,2,1,18/01/18,5,11:52,1,1,58,28
2.02E+12,3,1,3,03/01/18,4,16:53,2,2,26,10
2.02E+12,3,2,2,17/01/18,4,9:00,1,2,50,66
2.02E+12,3,2,1,13/01/18,7,14:50,1,2,56,84
2.02E+12,3,2,1,15/01/18,2,17:37,3,2,1,23
2.02E+12,3,2,1,18/01/18,5,10:10,1,1,29,60
2.02E+12,3,2,1,18/01/18,5,11:05,1,2,25,46
2.02E+12,3,2,1,18/01/18,5,13:31,1,2,47,32
2.02E+12,3,2,1,09/01/18,3,15:05,1,1,46,28
2.02E+12,2,1,1,03/01/18,4,16:40,3,2,1,49
2.02E+12,3,2,1,18/01/18,5,13:40,1,1,46,14
2.02E+12,3,2,1,18/01/18,5,15:00,1,1,26,11
2.02E+12,3,2,1,18/01/18,5,11:34,1,2,50,35
2.02E+12,3,2,2,15/01/18,2,18:45,3,1,1,30
2.02E+12,3,2,2,17/01/18,4,18:40,1,1,24,47
2.02E+12,3,1,1,16/01/18,3,8:13,2,1,23,3
2.02E+12,3,2,2,18/01/18,5,15:35,3,1,1,27
2.02E+12,3,1,1,18/01/18,5,16:30,1,2,22,30
2.02E+12,2,1,1,02/01/18,3,7:27,1,1,18,54
2.02E+12,3,2,1,18/01/18,5,17:10,1,2,27,27
2.02E+12,3,1,2,18/01/18,5,15:40,3,2,1,54
2.02E+12,3,1,2,17/01/18,4,17:25,1,2,36,34
2.02E+12,3,2,1,18/01/18,5,17:10,3,2,1,55
2.02E+12,3,2,1,18/01/18,5,17:39,2,1,35,35
2.02E+12,3,2,1,18/01/18,5,18:37,3,2,1,55
2.02E+12,3,3,5,18/01/18,5,17:30,2,2,19,53
2.02E+12,3,1,1,18/01/18,5,17:45,2,1,63,36
2.02E+12,3,2,1,18/01/18,5,17:58,3,1,1,29
2.02E+12,3,2,2,18/01/18,5,13:45,3,2,1,8
2.02E+12,3,2,1,18/01/18,5,20:17,1,1,34,21
2.02E+12,1,1,1,18/01/18,5,17:54,2,1,31,27
2.02E+12,3,1,1,18/01/18,5,15:37,1,2,1,26
2.02E+12,3,2,1,11/01/18,5,18:45,1,2,1,11
2.02E+12,3,2,1,18/01/18,5,18:55,2,2,34,37
2.02E+12,3,2,1,18/01/18,5,19:30,3,1,1,38
2.02E+12,3,2,1,18/01/18,5,4:50,1,2,52,27
2.02E+12,3,1,1,18/01/18,5,19:50,1,1,66,37
2.02E+12,3,1,1,18/01/18,5,15:15,2,1,37,30
2.02E+12,3,2,2,18/01/18,5,20:27,3,1,1,23
2.02E+12,3,1,1,18/01/18,5,15:20,1,1,19,1
2.02E+12,3,2,1,18/01/18,5,14:43,1,1,19,1
2.02E+12,3,2,1,18/01/18,5,19:40,1,1,19,44
2.02E+12,3,1,1,18/01/18,5,20:15,1,1,32,68
2.02E+12,3,1,1,18/01/18,5,23:06,2,1,19,59
2.02E+12,2,4,4,18/01/18,5,20:42,1,2,19,41
2.02E+12,2,3,2,18/01/18,5,19:58,2,1,37,37
2.02E+12,2,1,1,18/01/18,5,22:35,1,1,33,33
2.02E+12,3,2,1,19/01/18,6,0:24,1,2,50,38
2.02E+12,2,1,1,18/01/18,5,22:50,1,1,57,34
2.02E+12,3,2,1,18/01/18,5,22:15,1,1,46,38
2.02E+12,3,3,1,19/01/18,6,1:18,1,2,42,24
2.02E+12,3,1,1,19/01/18,6,1:50,1,1,56,49
2.02E+12,3,1,1,18/01/18,5,20:44,1,2,28,43
2.02E+12,3,2,1,19/01/18,6,4:40,1,1,26,28
2.02E+12,3,1,1,18/01/18,5,21:31,1,1,30,26
2.02E+12,3,2,1,18/01/18,5,8:55,1,1,1,35
2.02E+12,3,2,1,18/01/18,5,11:00,1,1,39,28
2.02E+12,3,2,1,13/01/18,7,14:19,3,1,1,55
2.02E+12,3,1,1,19/01/18,6,5:30,1,1,31,32
2.02E+12,3,2,1,19/01/18,6,6:40,3,1,1,40
2.02E+12,3,2,1,19/01/18,6,7:10,2,1,33,10
2.02E+12,3,3,2,19/01/18,6,8:32,2,1,42,58
2.02E+12,3,2,1,19/01/18,6,7:30,1,2,48,22
2.02E+12,3,1,1,12/01/18,6,4:15,1,1,73,41
2.02E+12,3,2,1,18/01/18,5,9:10,1,1,25,51
2.02E+12,3,2,1,19/01/18,6,8:19,3,2,21,22
2.02E+12,3,2,1,19/01/18,6,6:45,3,1,1,51
2.02E+12,3,3,2,15/01/18,2,17:25,1,2,48,25
2.02E+12,3,2,1,16/01/18,3,19:17,1,1,27,47
2.02E+12,3,1,1,01/01/18,2,16:39,1,2,29,37
2.02E+12,3,2,1,19/01/18,6,9:30,2,1,1,50
2.02E+12,3,2,1,11/01/18,5,12:30,1,1,35,21
2.02E+12,3,2,1,19/01/18,6,7:20,1,1,42,40
2.02E+12,3,2,1,19/01/18,6,11:15,3,1,28,57
2.02E+12,3,2,2,19/01/18,6,9:44,1,1,50,29
2.02E+12,3,1,1,19/01/18,6,9:50,1,2,18,79
2.02E+12,3,2,1,19/01/18,6,9:30,1,1,48,37
2.02E+12,3,1,1,19/01/18,6,8:30,1,1,28,21
2.02E+12,3,1,1,19/01/18,6,8:00,1,1,47,38
2.02E+12,3,2,1,06/01/18,7,10:00,1,1,40,46
2.02E+12,3,2,1,19/01/18,6,7:40,1,1,48,44
2.02E+12,3,2,1,19/01/18,6,9:18,3,1,1,27
2.02E+12,3,2,1,19/01/18,6,8:50,1,2,38,30
2.02E+12,3,2,1,16/01/18,3,9:50,1,1,23,28
2.02E+12,3,2,1,19/01/18,6,12:35,2,1,19,41
2.02E+12,3,1,1,19/01/18,6,9:50,3,2,1,30
2.02E+12,3,1,1,19/01/18,6,9:15,1,1,30,58
2.02E+12,3,2,2,19/01/18,6,19:18,1,1,59,46
2.02E+12,3,1,2,19/01/18,6,12:06,1,2,49,32
2.02E+12,3,2,2,01/01/18,2,19:55,1,2,19,17
2.02E+12,3,2,1,19/01/18,6,12:00,1,1,37,61
2.02E+12,3,2,1,19/01/18,6,10:05,2,1,1,40
2.02E+12,3,2,2,18/01/18,5,16:00,1,1,1,23
2.02E+12,2,1,1,18/01/18,5,19:20,2,2,51,22
2.02E+12,2,2,1,19/01/18,6,10:32,2,1,27,30
2.02E+12,3,2,1,18/01/18,5,20:00,1,1,1,17
2.02E+12,3,3,2,19/01/18,6,13:50,1,1,42,85
2.02E+12,3,2,1,19/01/18,6,11:10,1,1,64,25
2.02E+12,3,1,1,19/01/18,6,15:15,1,2,38,55
2.02E+12,2,1,1,19/01/18,6,7:40,1,1,27,47
2.02E+12,3,4,2,19/01/18,6,16:05,2,1,39,29
2.02E+12,3,3,1,17/01/18,4,14:23,1,1,37,37
2.02E+12,3,2,1,19/01/18,6,9:15,1,1,47,1
2.02E+12,3,1,1,19/01/18,6,17:05,1,2,27,3
2.02E+12,3,2,1,18/01/18,5,13:55,1,1,1,46
2.02E+12,3,1,1,19/01/18,6,14:27,1,1,42,23
2.02E+12,3,2,1,19/01/18,6,17:25,3,1,1,21
2.02E+12,3,2,2,14/01/18,1,7:10,1,2,57,1
2.02E+12,3,1,1,19/01/18,6,18:16,1,2,45,49
2.02E+12,3,2,1,19/01/18,6,16:30,1,2,27,25
2.02E+12,3,2,1,19/01/18,6,18:05,1,1,37,55
2.02E+12,2,1,1,19/01/18,6,19:10,2,1,55,6
2.02E+12,2,1,1,19/01/18,6,16:13,2,1,31,67
2.02E+12,3,1,1,19/01/18,6,18:50,1,2,25,58
2.02E+12,3,2,1,19/01/18,6,15:55,1,2,74,73
2.02E+12,3,2,2,19/01/18,6,17:27,1,1,28,23
2.02E+12,3,1,1,19/01/18,6,17:18,1,2,69,50
2.02E+12,3,2,1,19/01/18,6,18:43,1,1,48,13
2.02E+12,3,1,1,19/01/18,6,17:08,1,1,43,68
2.02E+12,3,2,1,18/01/18,5,23:20,1,2,57,37
2.02E+12,3,2,1,19/01/18,6,20:45,1,1,1,22
2.02E+12,3,2,1,19/01/18,6,19:47,1,1,45,32
2.02E+12,3,2,1,19/01/18,6,18:59,1,2,29,27
2.02E+12,3,1,1,19/01/18,6,16:34,1,2,51,31
2.02E+12,3,1,1,17/01/18,4,9:15,1,1,40,39
2.02E+12,3,1,1,19/01/18,6,20:05,1,1,28,29
2.02E+12,3,1,1,19/01/18,6,16:48,1,1,22,49
2.02E+12,2,2,1,19/01/18,6,20:55,3,1,39,37
2.02E+12,3,2,1,19/01/18,6,20:30,1,1,27,1
2.02E+12,3,1,1,19/01/18,6,15:30,1,1,24,31
2.02E+12,3,2,1,19/01/18,6,21:45,2,1,27,21
2.02E+12,3,1,1,19/01/18,6,20:20,1,1,44,36
2.02E+12,3,2,1,19/01/18,6,18:50,3,1,1,58
2.02E+12,3,2,1,19/01/18,6,23:55,2,1,81,33
2.02E+12,3,2,1,18/01/18,5,20:00,3,1,1,15
2.02E+12,3,2,1,20/01/18,7,0:34,1,1,24,25
2.02E+12,3,2,1,19/01/18,6,13:42,1,1,41,27
2.02E+12,3,1,1,20/01/18,7,1:17,2,2,53,1
2.02E+12,3,1,1,19/01/18,6,22:46,1,2,50,29
2.02E+12,2,2,1,20/01/18,7,2:48,1,2,26,1
2.02E+12,3,2,1,20/01/18,7,1:10,2,1,52,53
2.02E+12,3,1,1,19/01/18,6,11:55,1,1,29,1
2.02E+12,3,1,1,17/01/18,4,9:55,1,1,25,24
2.02E+12,3,2,1,20/01/18,7,8:50,1,1,38,41
2.02E+12,1,1,1,20/01/18,7,9:08,1,1,26,38
2.02E+12,3,2,1,20/01/18,7,11:00,1,1,38,24
2.02E+12,3,1,1,11/01/18,5,9:40,1,1,26,23
2.02E+12,3,1,1,20/01/18,7,12:55,1,1,37,61
2.02E+12,3,1,1,20/01/18,7,12:24,2,1,23,28
2.02E+12,3,2,1,20/01/18,7,13:30,1,1,21,31
2.02E+12,3,1,1,20/01/18,7,9:55,2,1,40,22
2.02E+12,3,2,1,20/01/18,7,13:10,1,1,19,24
2.02E+12,3,2,1,19/01/18,6,13:34,1,1,36,33
2.02E+12,3,2,1,20/01/18,7,12:57,2,1,28,29
2.02E+12,2,1,1,19/01/18,6,19:30,1,1,24,52
2.02E+12,3,1,1,17/01/18,4,20:45,2,2,1,47
2.02E+12,2,2,4,20/01/18,7,14:19,1,2,31,38
2.02E+12,3,2,2,19/01/18,6,18:15,3,1,1,25
2.02E+12,3,2,3,20/01/18,7,14:32,1,2,28,29
2.02E+12,3,2,3,20/01/18,7,14:14,1,1,48,37
2.02E+12,3,2,1,19/01/18,6,18:00,1,2,26,7
2.02E+12,3,2,1,19/01/18,6,18:30,1,1,60,72
2.02E+12,3,2,1,20/01/18,7,16:10,1,1,32,51
2.02E+12,3,2,12,20/01/18,7,15:58,1,2,35,37
2.02E+12,3,2,1,20/01/18,7,17:35,1,2,26,36
2.02E+12,3,2,1,20/01/18,7,16:36,2,1,42,61
2.02E+12,3,2,2,20/01/18,7,17:50,1,1,50,45
2.02E+12,3,1,1,20/01/18,7,18:11,3,2,1,65
2.02E+12,3,2,1,19/01/18,6,12:35,1,1,54,58
2.02E+12,3,1,1,20/01/18,7,13:15,1,2,54,33
2.02E+12,2,2,1,20/01/18,7,18:35,2,2,27,47
2.02E+12,3,2,1,20/01/18,7,19:05,1,1,39,29
2.02E+12,3,2,1,20/01/18,7,17:55,1,2,56,29
2.02E+12,3,2,1,20/01/18,7,15:30,1,1,32,33
2.02E+12,3,2,1,20/01/18,7,17:20,1,2,29,28
2.02E+12,3,2,3,19/01/18,6,18:22,1,2,20,28
2.02E+12,3,1,1,20/01/18,7,16:05,1,2,35,19
2.02E+12,2,2,1,20/01/18,7,16:40,2,1,24,16
2.02E+12,3,2,1,20/01/18,7,18:00,2,2,24,30
2.02E+12,3,2,2,20/01/18,7,16:45,2,1,52,30
2.02E+12,3,1,1,20/01/18,7,20:45,1,2,38,72
2.02E+12,3,2,2,20/01/18,7,20:10,1,1,54,25
2.02E+12,3,1,1,20/01/18,7,21:23,1,2,41,54
2.02E+12,3,2,1,19/01/18,6,17:53,1,1,43,40
2.02E+12,3,2,3,20/01/18,7,19:07,1,1,35,34
2.02E+12,3,3,1,19/01/18,6,8:59,1,2,36,32
2.02E+12,3,2,1,20/01/18,7,20:02,3,2,1,72
2.02E+12,3,2,1,20/01/18,7,20:20,1,2,63,0
2.02E+12,3,2,1,20/01/18,7,20:45,1,1,25,41
2.02E+12,3,2,3,20/01/18,7,12:24,2,1,50,38
2.02E+12,2,2,2,20/01/18,7,22:04,1,2,44,1
2.02E+12,3,2,1,20/01/18,7,5:07,1,1,63,1
2.02E+12,3,1,2,20/01/18,7,21:59,3,1,1,31
2.02E+12,3,2,1,20/01/18,7,23:40,2,2,48,33
2.02E+12,3,2,1,20/01/18,7,23:00,1,2,42,15
2.02E+12,3,1,1,20/01/18,7,22:10,1,1,24,22
2.02E+12,2,1,1,21/01/18,1,0:01,1,1,27,51
2.02E+12,3,2,1,21/01/18,1,1:30,1,1,23,12
2.02E+12,3,2,1,20/01/18,7,23:50,1,1,42,49
2.02E+12,3,1,1,21/01/18,1,3:00,1,1,58,55
2.02E+12,3,1,1,21/01/18,1,1:52,2,1,30,35
2.02E+12,3,3,2,21/01/18,1,3:35,3,2,1,31
2.02E+12,3,4,1,21/01/18,1,4:47,2,2,57,21
2.02E+12,3,3,2,21/01/18,1,3:18,2,2,42,21
2.02E+12,2,1,1,21/01/18,1,4:30,3,2,1,28
2.02E+12,3,2,1,21/01/18,1,6:40,1,1,1,52
2.02E+12,3,2,1,20/01/18,7,20:19,2,2,43,41
2.02E+12,3,2,1,21/01/18,1,10:00,1,1,19,23
2.02E+12,3,2,3,20/01/18,7,11:14,1,1,31,28
2.02E+12,3,2,1,21/01/18,1,11:00,3,2,30,21
2.02E+12,2,6,1,21/01/18,1,8:36,1,2,46,79
2.02E+12,3,1,1,20/01/18,7,18:10,1,1,50,79
2.02E+12,3,2,1,21/01/18,1,11:48,3,2,1,1
2.02E+12,3,2,1,20/01/18,7,21:00,1,1,35,52
2.02E+12,3,2,1,12/01/18,6,0:45,3,1,1,55
2.02E+12,2,1,1,21/01/18,1,12:05,1,1,28,34
2.02E+12,2,2,1,19/01/18,6,8:35,1,2,17,43
2.02E+12,3,1,1,21/01/18,1,12:18,3,2,1,83
2.02E+12,3,1,1,16/01/18,3,9:03,1,2,40,12
2.02E+12,3,2,1,04/01/18,5,15:10,2,2,47,31
2.02E+12,3,1,1,21/01/18,1,13:02,1,1,49,35
2.02E+12,3,2,2,21/01/18,1,12:40,1,1,21,27
2.02E+12,2,1,2,20/01/18,7,21:40,1,1,30,1
2.02E+12,3,1,1,21/01/18,1,13:15,3,1,1,29
2.02E+12,3,2,1,20/01/18,7,18:47,3,2,1,45
2.02E+12,3,1,1,15/01/18,2,16:30,1,1,30,32
2.02E+12,3,2,1,21/01/18,1,15:15,3,1,1,49
2.02E+12,2,1,1,21/01/18,1,15:00,3,2,1,11
2.02E+12,3,2,2,21/01/18,1,12:46,1,2,41,41
2.02E+12,3,1,1,18/01/18,5,18:15,3,1,1,48
2.02E+12,3,2,1,21/01/18,1,15:10,1,1,24,26
2.02E+12,3,2,1,18/01/18,5,8:50,2,1,23,48
2.02E+12,3,2,1,21/01/18,1,15:35,3,1,1,29
2.02E+12,3,1,1,21/01/18,1,12:55,1,2,30,22
2.02E+12,3,1,1,21/01/18,1,18:06,1,2,53,40
2.02E+12,3,2,1,21/01/18,1,16:00,1,1,34,27
2.02E+12,3,2,1,21/01/18,1,17:30,2,2,27,57
2.02E+12,2,1,1,21/01/18,1,18:39,2,1,32,52
2.02E+12,3,1,1,19/01/18,6,8:38,2,2,35,27
2.02E+12,3,2,2,21/01/18,1,19:31,1,1,23,20
2.02E+12,3,1,1,21/01/18,1,16:00,1,1,52,18
2.02E+12,3,2,1,21/01/18,1,17:45,1,2,33,50
2.02E+12,2,2,1,21/01/18,1,18:38,1,1,30,27
2.02E+12,3,2,1,21/01/18,1,20:00,1,1,44,18
2.02E+12,3,3,1,21/01/18,1,18:04,3,2,1,36
2.02E+12,3,2,1,21/01/18,1,19:55,1,1,35,23
2.02E+12,3,1,1,21/01/18,1,19:50,1,2,34,53
2.02E+12,3,2,1,21/01/18,1,20:15,3,1,1,53
2.02E+12,2,1,1,21/01/18,1,18:35,1,1,31,19
2.02E+12,3,2,1,21/01/18,1,18:30,1,1,54,49
2.02E+12,3,2,1,21/01/18,1,22:05,3,1,1,29
2.02E+12,3,1,1,21/01/18,1,16:57,1,1,25,72
2.02E+12,2,2,1,07/01/18,1,22:00,1,1,58,31
2.02E+12,3,2,1,21/01/18,1,19:35,1,2,25,45
2.02E+12,3,3,1,21/01/18,1,21:32,3,1,1,19
2.02E+12,3,2,1,22/01/18,2,0:14,3,1,1,55
2.02E+12,3,1,1,22/01/18,2,3:18,3,2,1,20
2.02E+12,3,1,1,22/01/18,2,7:38,3,1,1,36
2.02E+12,3,2,1,03/01/18,4,21:00,3,1,1,42
2.02E+12,3,1,1,08/01/18,2,21:30,1,1,24,31
2.02E+12,3,2,1,22/01/18,2,8:12,1,2,47,19
2.02E+12,3,4,1,22/01/18,2,7:50,1,1,31,6
2.02E+12,3,2,1,22/01/18,2,8:20,1,1,45,34
2.02E+12,3,1,1,22/01/18,2,7:40,1,2,34,63
2.02E+12,3,1,1,22/01/18,2,12:30,1,2,35,31
2.02E+12,3,2,1,22/01/18,2,7:30,1,2,39,34
2.02E+12,3,2,1,22/01/18,2,9:00,1,1,31,24
2.02E+12,2,2,1,15/01/18,2,7:40,1,2,1,46
2.02E+12,2,2,1,22/01/18,2,10:52,2,2,27,35
2.02E+12,3,3,1,20/01/18,7,14:50,3,1,1,17
2.02E+12,3,2,1,11/01/18,5,11:30,1,1,42,66
2.02E+12,3,2,1,22/01/18,2,8:30,1,2,20,21
2.02E+12,3,2,1,11/01/18,5,8:00,1,2,31,25
2.02E+12,2,2,2,22/01/18,2,9:25,1,2,48,24
2.02E+12,2,3,2,22/01/18,2,11:24,1,1,52,71
2.02E+12,3,1,1,22/01/18,2,8:31,1,1,30,17
2.02E+12,3,1,1,22/01/18,2,13:06,1,2,51,27
2.02E+12,3,2,1,21/01/18,1,12:50,1,1,43,35
2.02E+12,3,2,1,16/01/18,3,13:00,3,1,1,31
2.02E+12,3,2,1,22/01/18,2,10:50,1,1,19,32
2.02E+12,3,2,1,22/01/18,2,13:00,1,1,62,1
2.02E+12,3,2,2,22/01/18,2,10:15,1,2,35,39
2.02E+12,3,2,1,22/01/18,2,13:27,2,1,38,35
2.02E+12,3,2,1,22/01/18,2,12:47,3,2,1,80
2.02E+12,3,2,1,02/01/18,3,12:40,1,1,41,29
2.02E+12,3,2,1,20/01/18,7,17:05,1,2,34,80
2.02E+12,3,4,2,22/01/18,2,14:28,1,1,26,45
2.02E+12,3,1,1,22/01/18,2,15:44,3,1,1,1
2.02E+12,3,1,1,22/01/18,2,6:31,1,1,14,30
2.02E+12,3,2,1,21/01/18,1,17:20,2,1,24,84
2.02E+12,3,2,1,22/01/18,2,17:13,1,1,44,53
2.02E+12,3,2,1,22/01/18,2,14:09,1,1,63,1
2.02E+12,3,4,7,22/01/18,2,16:00,1,1,54,58
2.02E+12,3,2,1,20/01/18,7,18:15,3,1,1,37
2.02E+12,2,4,3,22/01/18,2,15:59,1,1,65,43
2.02E+12,3,1,1,21/01/18,1,22:00,1,2,40,9
2.02E+12,3,2,1,22/01/18,2,17:15,1,1,27,7
2.02E+12,3,1,1,22/01/18,2,17:28,1,1,44,47
2.02E+12,3,2,1,22/01/18,2,16:57,1,1,36,4
2.02E+12,3,1,2,22/01/18,2,18:12,1,1,1,49
2.02E+12,3,2,1,22/01/18,2,18:50,1,2,1,48
2.02E+12,3,2,1,22/01/18,2,8:50,1,2,20,26
2.02E+12,3,2,1,22/01/18,2,19:19,2,1,51,20
2.02E+12,3,2,1,22/01/18,2,16:45,1,2,64,49
2.02E+12,3,2,1,22/01/18,2,18:25,1,2,28,50
