Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Sex_of_Driver,Sex_of_Casualty,Age_of_Driver,Age_of_Casualty
2.02E+12,3,2,1,05/01/18,6,23:05,1,2,1,22
2.02E+12,3,2,1,08/01/18,2,16:20,1,1,1,37
2.02E+12,3,1,1,09/01/18,3,23:52,3,2,1,22
2.02E+12,3,2,2,10/01/18,4,1:30,1,1,46,23
2.02E+12,3,2,1,10/01/18,4,2:10,1,1,38,44
2.02E+12,3,2,1,09/01/18,3,21:35,2,1,33,1
2.02E+12,3,2,1,10/01/18,4,6:27,2,1,29,42
2.02E+12,3,3,2,10/01/18,4,7:30,1,1,26,77
2.02E+12,3,2,1,05/01/18,6,17:00,1,1,21,23
2.02E+12,3,2,1,10/01/18,4,7:30,3,2,1,21
2.02E+12,3,2,1,10/01/18,4,2:50,1,1,53,50
2.02E+12,2,2,1,10/01/18,4,7:25,1,1,14,1
2.02E+12,3,3,1,10/01/18,4,8:35,1,2,49,32
2.02E+12,3,1,1,02/01/18,3,13:30,1,1,28,43
2.02E+12,2,3,1,09/01/18,3,18:40,1,1,24,36
2.02E+12,3,1,1,10/01/18,4,8:55,1,1,24,29
2.02E+12,3,2,1,10/01/18,4,7:30,1,2,33,47
2.02E+12,3,1,1,10/01/18,4,10:15,1,1,30,51
2.02E+12,2,2,1,10/01/18,4,8:20,3,1,1,44
2.02E+12,2,1,1,10/01/18,4,10:40,1,2,49,34
2.02E+12,3,1,1,10/01/18,4,9:10,1,2,40,55
2.02E+12,2,1,1,06/01/18,7,18:20,1,1,17,30
2.02E+12,3,1,1,10/01/18,4,10:40,1,2,30,59
2.02E+12,3,3,1,10/01/18,4,11:40,3,1,1,28
2.02E+12,3,1,1,10/01/18,4,7:06,3,2,1,41
2.02E+12,3,1,1,10/01/18,4,13:10,1,1,22,24
2.02E+12,3,2,1,09/01/18,3,4:45,1,2,57,39
2.02E+12,3,1,1,10/01/18,4,9:57,1,2,31,72
2.02E+12,3,2,1,09/01/18,3,7:38,1,1,27,27
2.02E+12,3,1,1,09/01/18,3,19:05,2,2,45,1
2.02E+12,3,2,1,10/01/18,4,12:05,1,2,82,23
2.02E+12,3,2,1,10/01/18,4,14:29,2,1,31,30
2.02E+12,3,1,1,10/01/18,4,13:50,1,1,39,32
2.02E+12,3,1,1,10/01/18,4,9:15,1,1,35,1
2.02E+12,3,2,1,10/01/18,4,0:55,1,1,43,37
2.02E+12,3,1,1,10/01/18,4,14:55,1,1,21,31
2.02E+12,3,1,1,10/01/18,4,16:40,3,1,1,36
2.02E+12,3,1,1,10/01/18,4,17:55,1,2,1,35
2.02E+12,2,1,1,10/01/18,4,17:22,2,1,32,18
2.02E+12,3,2,1,10/01/18,4,18:24,1,2,1,30
2.02E+12,3,2,2,10/01/18,4,18:20,1,1,43,60
2.02E+12,3,2,1,10/01/18,4,16:00,1,1,23,41
2.02E+12,3,2,1,10/01/18,4,16:30,1,2,37,30
2.02E+12,3,2,3,10/01/18,4,17:50,1,1,43,50
2.02E+12,3,3,1,10/01/18,4,16:57,3,2,1,49
2.02E+12,2,1,1,10/01/18,4,19:03,1,1,33,24
2.02E+12,3,1,1,10/01/18,4,18:55,1,2,34,56
2.02E+12,3,3,1,10/01/18,4,16:58,2,2,37,52
2.02E+12,3,2,1,10/01/18,4,18:19,1,1,22,60
2.02E+12,3,3,1,10/01/18,4,19:45,1,1,1,78
2.02E+12,3,1,1,10/01/18,4,15:00,1,1,32,24
2.02E+12,3,2,1,10/01/18,4,19:00,1,1,46,38
2.02E+12,2,3,2,09/01/18,3,22:30,1,1,40,34
2.02E+12,3,2,1,10/01/18,4,18:19,1,2,73,25
2.02E+12,3,1,1,09/01/18,3,18:14,2,1,30,1
2.02E+12,3,2,1,10/01/18,4,16:37,1,1,38,35
2.02E+12,3,2,2,10/01/18,4,17:10,1,1,33,27
2.02E+12,3,2,1,10/01/18,4,19:20,1,1,36,62
2.02E+12,3,3,1,09/01/18,3,8:50,1,2,39,42
2.02E+12,3,2,1,10/01/18,4,18:12,1,1,66,26
2.02E+12,2,2,1,10/01/18,4,20:15,1,1,55,41
2.02E+12,2,3,1,10/01/18,4,21:00,1,1,73,20
2.02E+12,3,2,1,10/01/18,4,22:33,3,1,1,57
2.02E+12,2,1,1,10/01/18,4,23:57,2,2,49,24
2.02E+12,2,2,1,10/01/18,4,23:38,1,2,29,32
2.02E+12,3,2,1,11/01/18,5,5:45,1,1,30,43
2.02E+12,3,1,1,11/01/18,5,8:40,3,1,1,88
2.02E+12,3,2,1,11/01/18,5,6:55,1,2,33,36
2.02E+12,3,1,1,02/01/18,3,13:35,1,1,62,27
2.02E+12,3,2,1,11/01/18,5,8:23,1,1,33,38
2.02E+12,3,2,1,11/01/18,5,9:45,2,1,68,29
2.02E+12,3,3,1,10/01/18,4,18:39,1,1,37,28
2.02E+12,2,1,1,10/01/18,4,10:55,1,2,23,48
2.02E+12,3,2,1,11/01/18,5,7:57,3,1,1,0
2.02E+12,3,2,1,11/01/18,5,9:30,1,2,34,36
2.02E+12,3,3,1,05/01/18,6,17:30,1,1,37,2
2.02E+12,3,2,1,09/01/18,3,16:53,1,2,24,53
2.02E+12,3,2,1,01/01/18,2,2:40,1,2,53,24
2.02E+12,3,2,1,11/01/18,5,7:45,1,2,45,26
2.02E+12,3,2,1,10/01/18,4,18:15,1,1,61,24
2.02E+12,3,1,1,11/01/18,5,10:32,1,2,28,37
2.02E+12,3,1,1,11/01/18,5,9:16,1,1,20,20
2.02E+12,2,4,1,11/01/18,5,9:39,2,2,31,28
2.02E+12,3,2,1,11/01/18,5,11:10,1,2,22,42
2.02E+12,3,2,1,10/01/18,4,20:05,1,2,43,25
2.02E+12,3,1,1,10/01/18,4,19:40,1,1,44,21
2.02E+12,2,1,1,11/01/18,5,10:00,1,1,50,21
2.02E+12,3,2,1,11/01/18,5,12:55,1,1,64,30
2.02E+12,3,2,1,11/01/18,5,8:35,2,1,54,42
2.02E+12,3,2,1,11/01/18,5,12:32,2,1,59,52
2.02E+12,3,1,1,11/01/18,5,12:45,3,1,1,36
2.02E+12,3,1,1,11/01/18,5,9:56,1,2,55,48
2.02E+12,3,1,1,11/01/18,5,10:32,2,1,51,49
2.02E+12,3,2,1,11/01/18,5,12:23,1,1,26,48
2.02E+12,3,2,1,11/01/18,5,6:35,1,1,24,34
2.02E+12,3,2,1,11/01/18,5,7:20,1,1,18,53
2.02E+12,3,1,1,10/01/18,4,19:58,1,1,36,50
2.02E+12,3,2,1,10/01/18,4,16:30,1,1,56,18
2.02E+12,3,2,1,11/01/18,5,13:40,2,2,24,26
2.02E+12,3,2,1,11/01/18,5,7:45,2,2,24,37
2.02E+12,3,2,1,11/01/18,5,12:30,3,1,1,37
2.02E+12,3,1,1,06/01/18,7,2:30,3,2,1,62
2.02E+12,3,2,3,01/01/18,2,5:50,1,1,27,13
2.02E+12,3,2,1,11/01/18,5,14:40,3,2,1,51
2.02E+12,3,1,1,11/01/18,5,14:27,2,2,50,85
2.02E+12,3,3,1,11/01/18,5,13:09,3,1,1,33
2.02E+12,3,2,1,10/01/18,4,16:55,1,2,58,25
2.02E+12,3,2,1,11/01/18,5,8:15,3,2,1,31
2.02E+12,3,2,1,06/01/18,7,16:52,3,2,1,69
2.02E+12,3,1,1,11/01/18,5,15:15,1,2,17,80
2.02E+12,3,2,1,09/01/18,3,18:15,2,2,32,27
2.02E+12,3,2,1,11/01/18,5,16:40,1,1,26,32
2.02E+12,3,1,1,11/01/18,5,16:29,1,1,48,20
2.02E+12,2,1,1,11/01/18,5,16:20,3,2,1,53
2.02E+12,3,1,1,11/01/18,5,15:04,1,2,51,33
2.02E+12,3,1,1,11/01/18,5,15:30,1,1,58,46
2.02E+12,3,2,1,11/01/18,5,17:28,3,1,1,16
2.02E+12,3,2,1,11/01/18,5,17:20,1,2,19,33
2.02E+12,3,3,1,11/01/18,5,16:50,1,1,36,32
2.02E+12,3,1,1,11/01/18,5,18:30,1,2,63,50
2.02E+12,2,1,1,11/01/18,5,18:10,1,1,45,4
2.02E+12,3,2,1,11/01/18,5,20:53,1,2,1,79
2.02E+12,3,2,1,11/01/18,5,18:49,1,1,45,48
2.02E+12,3,2,2,11/01/18,5,19:15,1,1,31,37
2.02E+12,3,1,1,11/01/18,5,18:18,1,1,19,38
2.02E+12,3,2,1,11/01/18,5,7:34,1,2,38,50
2.02E+12,2,2,1,11/01/18,5,20:47,1,1,1,44
2.02E+12,3,2,1,10/01/18,4,14:15,1,1,34,71
2.02E+12,3,2,1,10/01/18,4,19:14,1,1,43,32
2.02E+12,3,2,1,11/01/18,5,21:02,2,2,47,30
2.02E+12,3,2,2,11/01/18,5,15:05,1,2,1,33
2.02E+12,3,2,1,11/01/18,5,21:20,1,1,42,42
2.02E+12,2,1,2,11/01/18,5,19:55,2,1,25,21
2.02E+12,3,3,1,11/01/18,5,19:13,1,2,25,19
2.02E+12,3,2,1,10/01/18,4,19:02,1,1,53,30
2.02E+12,2,2,1,11/01/18,5,21:26,1,2,51,13
2.02E+12,3,2,1,11/01/18,5,23:30,1,2,26,39
2.02E+12,2,6,2,12/01/18,6,4:01,1,1,23,44
2.02E+12,2,2,1,05/01/18,6,17:15,1,2,61,1
2.02E+12,2,1,1,12/01/18,6,7:15,1,1,21,45
2.02E+12,3,2,1,12/01/18,6,8:13,1,1,40,46
2.02E+12,3,2,1,12/01/18,6,8:05,2,2,37,42
2.02E+12,3,2,1,11/01/18,5,8:48,1,1,39,20
2.02E+12,3,2,1,11/01/18,5,4:30,1,2,48,48
2.02E+12,3,2,1,12/01/18,6,6:55,1,1,49,41
2.02E+12,3,2,1,10/01/18,4,21:28,1,2,42,48
2.02E+12,3,1,1,12/01/18,6,8:37,1,1,16,28
2.02E+12,3,2,1,12/01/18,6,7:51,1,1,1,20
2.02E+12,3,2,1,12/01/18,6,9:00,1,1,28,35
2.02E+12,3,1,1,12/01/18,6,10:01,1,1,25,31
2.02E+12,3,1,1,03/01/18,4,13:31,3,1,1,21
2.02E+12,3,2,1,12/01/18,6,8:30,3,1,1,22
2.02E+12,3,2,1,11/01/18,5,19:30,2,1,47,47
2.02E+12,2,1,1,12/01/18,6,10:03,2,1,33,47
2.02E+12,3,2,1,12/01/18,6,9:48,2,1,55,27
2.02E+12,3,2,2,07/01/18,1,14:39,2,1,26,24
2.02E+12,3,2,1,12/01/18,6,9:05,1,2,29,67
2.02E+12,3,2,1,10/01/18,4,6:25,1,1,24,31
2.02E+12,3,2,1,12/01/18,6,12:05,1,1,58,29
2.02E+12,3,2,1,12/01/18,6,12:24,1,1,1,67
2.02E+12,3,2,1,12/01/18,6,9:35,1,1,28,24
2.02E+12,3,2,1,12/01/18,6,13:53,2,2,25,41
2.02E+12,3,2,1,12/01/18,6,14:00,2,1,23,29
2.02E+12,3,1,1,10/01/18,4,13:10,3,1,1,19
2.02E+12,3,1,1,08/01/18,2,18:15,1,1,18,48
2.02E+12,3,1,1,12/01/18,6,6:15,2,1,39,14
2.02E+12,3,1,1,12/01/18,6,16:30,1,1,81,57
2.02E+12,3,1,1,12/01/18,6,16:34,3,1,1,30
2.02E+12,3,8,3,12/01/18,6,14:36,1,1,46,23
2.02E+12,3,1,1,12/01/18,6,17:18,1,1,54,77
2.02E+12,3,1,1,12/01/18,6,19:15,1,2,83,58
2.02E+12,2,1,1,12/01/18,6,15:50,1,2,23,64
2.02E+12,3,2,1,12/01/18,6,15:45,3,2,1,34
2.02E+12,2,2,1,12/01/18,6,16:40,1,2,44,41
2.02E+12,3,2,1,12/01/18,6,17:15,3,2,31,37
2.02E+12,2,2,2,12/01/18,6,15:10,1,1,41,44
2.02E+12,3,1,1,12/01/18,6,17:50,1,1,35,33
2.02E+12,3,2,2,12/01/18,6,19:30,2,2,42,43
2.02E+12,3,2,1,12/01/18,6,16:50,1,2,29,36
2.02E+12,3,1,1,12/01/18,6,15:20,1,1,28,75
2.02E+12,3,1,1,12/01/18,6,18:39,1,1,1,29
2.02E+12,2,1,1,12/01/18,6,17:30,1,1,42,56
2.02E+12,2,2,1,12/01/18,6,17:57,2,1,26,25
2.02E+12,3,2,1,11/01/18,5,19:45,2,2,59,51
2.02E+12,3,1,2,12/01/18,6,20:01,1,1,35,39
2.02E+12,3,2,1,12/01/18,6,14:50,1,1,25,29
2.02E+12,3,2,2,12/01/18,6,17:30,1,2,38,19
2.02E+12,3,2,1,12/01/18,6,19:45,1,1,38,78
2.02E+12,3,2,1,12/01/18,6,17:30,1,2,1,55
2.02E+12,3,1,1,12/01/18,6,19:30,1,1,24,35
2.02E+12,2,2,1,12/01/18,6,19:20,1,1,38,19
2.02E+12,3,1,1,12/01/18,6,19:20,1,1,37,31
2.02E+12,3,1,2,12/01/18,6,18:25,3,1,1,31
2.02E+12,3,1,1,12/01/18,6,19:10,3,1,1,1
2.02E+12,3,2,1,12/01/18,6,16:30,2,1,22,25
2.02E+12,3,2,1,12/01/18,6,20:25,3,1,1,18
2.02E+12,3,2,1,11/01/18,5,19:40,1,2,23,22
2.02E+12,3,1,1,12/01/18,6,16:34,1,2,30,25
2.02E+12,3,2,1,12/01/18,6,18:00,1,1,44,29
2.02E+12,3,2,1,13/01/18,7,0:10,1,1,30,34
2.02E+12,3,2,2,12/01/18,6,22:27,1,2,1,64
2.02E+12,3,2,1,12/01/18,6,19:50,1,1,30,26
2.02E+12,2,2,1,12/01/18,6,21:00,3,2,1,34
2.02E+12,2,1,1,13/01/18,7,2:30,1,1,52,13
2.02E+12,3,2,1,13/01/18,7,3:10,1,2,23,27
2.02E+12,3,2,1,12/01/18,6,22:30,1,1,49,27
2.02E+12,2,1,1,13/01/18,7,2:25,1,1,81,17
2.02E+12,3,2,2,13/01/18,7,6:15,2,1,21,58
2.02E+12,2,2,1,12/01/18,6,17:27,1,2,50,26
2.02E+12,3,2,1,13/01/18,7,7:45,1,1,28,56
2.02E+12,2,1,1,12/01/18,6,13:15,2,1,65,25
2.02E+12,3,1,1,13/01/18,7,7:30,1,1,1,20
2.02E+12,3,2,1,13/01/18,7,13:03,2,1,32,46
2.02E+12,3,1,2,13/01/18,7,12:00,1,1,49,26
2.02E+12,2,1,1,12/01/18,6,21:10,1,1,43,50
2.02E+12,3,6,6,12/01/18,6,18:26,1,2,35,46
2.02E+12,3,2,1,13/01/18,7,7:45,3,2,1,13
2.02E+12,3,2,1,12/01/18,6,18:20,1,2,76,59
2.02E+12,2,1,1,12/01/18,6,20:35,1,1,36,18
2.02E+12,2,2,2,13/01/18,7,13:42,1,2,29,60
2.02E+12,2,2,1,13/01/18,7,13:07,1,1,1,36
2.02E+12,3,2,1,13/01/18,7,13:30,2,2,32,35
2.02E+12,3,1,1,13/01/18,7,15:06,1,2,51,19
2.02E+12,3,2,1,13/01/18,7,16:12,1,2,44,1
2.02E+12,2,2,1,12/01/18,6,17:26,1,2,49,26
2.02E+12,3,1,1,12/01/18,6,18:15,2,1,28,34
2.02E+12,3,1,1,13/01/18,7,16:44,2,1,34,58
2.02E+12,3,2,1,11/01/18,5,18:40,1,2,30,31
2.02E+12,3,1,1,13/01/18,7,9:55,1,2,28,34
2.02E+12,3,3,1,12/01/18,6,21:25,2,1,30,52
2.02E+12,2,1,1,13/01/18,7,14:45,1,2,1,37
2.02E+12,3,2,1,13/01/18,7,18:40,1,1,26,19
2.02E+12,3,2,2,13/01/18,7,14:52,1,1,24,19
2.02E+12,3,1,1,13/01/18,7,18:20,2,2,39,37
2.02E+12,2,1,1,13/01/18,7,18:03,2,1,72,61
2.02E+12,3,2,1,13/01/18,7,17:05,1,1,27,46
2.02E+12,3,1,1,13/01/18,7,21:17,1,1,45,42
2.02E+12,2,2,1,13/01/18,7,17:55,1,1,23,28
2.02E+12,3,2,3,13/01/18,7,20:10,1,1,32,30
2.02E+12,3,2,1,13/01/18,7,21:13,1,1,30,39
2.02E+12,3,5,1,13/01/18,7,20:30,3,1,1,31
2.02E+12,3,1,1,13/01/18,7,18:26,1,1,36,10
2.02E+12,3,2,1,13/01/18,7,19:31,1,2,32,42
2.02E+12,2,1,1,13/01/18,7,21:30,1,1,1,25
2.02E+12,3,1,2,13/01/18,7,22:06,2,1,1,19
2.02E+12,3,1,1,14/01/18,1,0:04,1,1,37,1
2.02E+12,3,4,1,13/01/18,7,23:47,1,1,37,27
2.02E+12,3,2,1,14/01/18,1,0:02,1,1,31,29
2.02E+12,3,2,6,14/01/18,1,0:30,1,1,32,57
2.02E+12,3,2,2,13/01/18,7,23:46,1,1,30,42
2.02E+12,3,2,1,14/01/18,1,2:00,1,1,36,50
2.02E+12,3,2,1,14/01/18,1,1:39,3,2,32,1
2.02E+12,3,2,1,14/01/18,1,2:57,1,1,18,48
2.02E+12,3,2,1,13/01/18,7,22:56,1,1,46,47
2.02E+12,3,1,1,14/01/18,1,2:15,2,1,30,48
2.02E+12,3,1,1,14/01/18,1,4:50,1,1,1,23
2.02E+12,2,5,2,14/01/18,1,2:52,1,2,55,19
2.02E+12,3,1,1,13/01/18,7,12:00,1,1,60,30
2.02E+12,2,3,2,14/01/18,1,6:00,1,1,38,49
2.02E+12,3,2,1,13/01/18,7,20:45,1,2,41,91
2.02E+12,3,2,1,14/01/18,1,9:20,2,2,30,25
2.02E+12,3,2,1,13/01/18,7,20:30,1,2,47,51
2.02E+12,3,2,1,13/01/18,7,21:00,1,1,30,30
2.02E+12,3,2,1,14/01/18,1,7:00,3,2,1,27
2.02E+12,3,2,2,14/01/18,1,9:55,1,1,27,42
2.02E+12,3,2,1,12/01/18,6,11:50,2,1,25,64
2.02E+12,3,2,2,14/01/18,1,10:05,1,1,24,38
2.02E+12,2,1,1,05/01/18,6,18:00,2,1,56,81
2.02E+12,3,3,3,14/01/18,1,13:07,1,1,58,20
2.02E+12,3,2,1,14/01/18,1,6:30,1,1,41,4
2.02E+12,3,1,1,14/01/18,1,14:30,1,1,60,57
2.02E+12,3,1,3,14/01/18,1,14:00,2,1,1,27
2.02E+12,2,3,1,14/01/18,1,14:01,1,1,78,37
2.02E+12,2,1,5,06/01/18,7,20:35,3,1,1,35
2.02E+12,3,2,1,14/01/18,1,18:04,3,1,1,25
2.02E+12,3,2,1,14/01/18,1,1:10,3,2,1,26
2.02E+12,3,2,1,14/01/18,1,16:07,1,1,32,28
2.02E+12,3,2,3,14/01/18,1,15:10,1,1,83,69
2.02E+12,3,1,1,12/01/18,6,21:42,1,1,37,43
2.02E+12,3,2,1,13/01/18,7,19:35,1,2,38,45
2.02E+12,3,2,1,14/01/18,1,17:53,2,1,62,24
2.02E+12,3,1,1,14/01/18,1,18:00,1,1,31,45
2.02E+12,3,2,1,14/01/18,1,19:07,1,1,34,29
2.02E+12,3,1,1,14/01/18,1,18:23,2,1,25,40
2.02E+12,3,1,1,14/01/18,1,15:31,1,1,1,44
2.02E+12,3,2,1,14/01/18,1,16:03,1,1,25,22
2.02E+12,3,2,1,14/01/18,1,19:45,1,1,1,27
2.02E+12,2,1,2,14/01/18,1,16:55,1,1,35,24
2.02E+12,3,1,1,14/01/18,1,21:20,1,2,27,27
2.02E+12,2,2,1,14/01/18,1,18:20,2,1,25,44
2.02E+12,3,2,2,14/01/18,1,17:10,2,1,42,81
2.02E+12,3,1,1,13/01/18,7,22:00,1,2,53,34
2.02E+12,3,2,1,14/01/18,1,20:15,1,2,26,53
2.02E+12,3,2,2,14/01/18,1,22:00,1,1,61,61
2.02E+12,3,2,1,14/01/18,1,14:44,1,1,41,26
2.02E+12,1,1,1,14/01/18,1,22:09,1,1,20,28
2.02E+12,3,4,1,14/01/18,1,3:15,1,1,1,20
2.02E+12,3,2,1,13/01/18,7,17:45,1,1,57,29
2.02E+12,3,1,1,14/01/18,1,22:28,2,1,24,26
2.02E+12,3,2,3,14/01/18,1,21:57,2,1,23,26
2.02E+12,2,2,1,14/01/18,1,21:55,1,2,47,33
2.02E+12,3,2,2,15/01/18,2,2:01,1,1,43,21
2.02E+12,3,2,1,15/01/18,2,2:35,1,1,57,19
2.02E+12,2,2,1,14/01/18,1,21:00,1,2,54,28
2.02E+12,3,2,1,13/01/18,7,9:30,1,1,88,26
2.02E+12,3,1,1,15/01/18,2,7:00,2,1,36,24
2.02E+12,3,2,1,15/01/18,2,6:36,2,1,1,31
2.02E+12,3,2,1,15/01/18,2,7:25,1,1,27,28
2.02E+12,3,2,1,15/01/18,2,7:45,1,1,41,26
2.02E+12,3,2,1,15/01/18,2,8:37,1,1,38,32
2.02E+12,3,2,1,15/01/18,2,9:10,2,1,37,35
2.02E+12,3,2,1,15/01/18,2,8:28,2,2,61,44
2.02E+12,3,2,1,15/01/18,2,8:50,1,2,29,28
2.02E+12,3,2,2,14/01/18,1,19:30,3,1,1,50
2.02E+12,3,1,1,07/01/18,1,16:00,1,1,28,54
2.02E+12,3,2,1,15/01/18,2,7:20,1,1,1,74
2.02E+12,3,2,1,15/01/18,2,7:40,2,1,43,39
2.02E+12,3,5,2,15/01/18,2,10:13,2,1,48,32
2.02E+12,2,1,1,15/01/18,2,9:30,1,2,31,20
2.02E+12,3,3,1,15/01/18,2,8:25,1,2,34,38
2.02E+12,3,2,1,14/01/18,1,11:15,1,2,55,47
2.02E+12,2,1,1,15/01/18,2,8:00,3,1,1,35
2.02E+12,3,2,1,15/01/18,2,7:13,2,2,26,36
2.02E+12,3,3,1,15/01/18,2,9:30,1,2,1,24
2.02E+12,3,3,1,15/01/18,2,11:34,1,2,24,24
2.02E+12,3,1,1,15/01/18,2,12:25,3,2,1,52
2.02E+12,3,1,1,15/01/18,2,7:38,2,1,37,38
2.02E+12,3,1,2,14/01/18,1,18:10,3,1,1,41
2.02E+12,3,3,1,14/01/18,1,21:45,1,1,20,36
2.02E+12,3,2,2,15/01/18,2,7:45,1,1,20,51
2.02E+12,3,1,1,09/01/18,3,15:20,2,2,28,35
2.02E+12,3,2,1,14/01/18,1,16:10,3,1,1,25
2.02E+12,3,2,1,15/01/18,2,15:10,2,1,43,44
2.02E+12,2,2,1,15/01/18,2,6:35,2,1,42,63
2.02E+12,3,2,1,15/01/18,2,15:55,2,1,25,16
2.02E+12,3,1,1,15/01/18,2,15:30,3,1,1,24
2.02E+12,3,2,1,15/01/18,2,16:00,1,1,17,23
2.02E+12,3,1,1,15/01/18,2,15:28,1,1,50,35
2.02E+12,3,2,1,15/01/18,2,15:37,1,2,30,69
2.02E+12,3,1,1,13/01/18,7,18:00,1,2,42,30
2.02E+12,3,1,1,15/01/18,2,18:19,1,2,28,19
2.02E+12,2,1,1,15/01/18,2,18:10,2,2,34,42
2.02E+12,3,1,1,15/01/18,2,16:45,1,1,52,9
2.02E+12,3,2,1,15/01/18,2,19:35,1,1,36,31
2.02E+12,3,2,1,15/01/18,2,9:27,2,1,48,46
2.02E+12,2,1,1,15/01/18,2,4:15,1,2,29,23
2.02E+12,3,2,1,15/01/18,2,18:20,1,2,49,61
2.02E+12,3,1,1,15/01/18,2,17:50,1,1,26,13
2.02E+12,3,2,1,15/01/18,2,21:28,1,1,80,35
2.02E+12,3,1,1,15/01/18,2,23:20,1,2,48,30
2.02E+12,3,2,1,15/01/18,2,18:35,1,1,34,17
2.02E+12,2,1,1,14/01/18,1,17:24,3,1,1,40
2.02E+12,3,2,1,15/01/18,2,23:15,1,2,25,34
2.02E+12,3,2,1,15/01/18,2,21:45,1,2,53,47
2.02E+12,3,2,1,15/01/18,2,22:35,1,1,1,21
2.02E+12,2,2,1,15/01/18,2,21:58,1,1,50,30
2.02E+12,3,4,1,16/01/18,3,2:50,1,1,35,18
2.02E+12,2,1,1,16/01/18,3,7:20,1,1,57,41
2.02E+12,3,2,1,16/01/18,3,6:10,1,1,41,21
2.02E+12,3,1,1,16/01/18,3,7:23,2,2,26,23
2.02E+12,2,2,1,16/01/18,3,7:28,1,1,26,25
2.02E+12,3,2,1,16/01/18,3,7:35,1,1,49,23
2.02E+12,3,2,1,16/01/18,3,6:45,1,1,37,34
2.02E+12,3,2,1,15/01/18,2,9:40,3,2,1,32
2.02E+12,3,2,1,07/01/18,1,14:50,1,1,18,23
2.02E+12,3,2,1,16/01/18,3,8:28,2,1,23,52
2.02E+12,3,1,1,16/01/18,3,9:08,1,2,13,37
2.02E+12,3,2,1,15/01/18,2,10:05,1,1,48,13
2.02E+12,3,1,2,16/01/18,3,7:39,1,1,45,17
2.02E+12,3,1,1,15/01/18,2,14:56,1,2,33,15
2.02E+12,3,2,1,16/01/18,3,7:49,1,2,31,28
2.02E+12,3,1,1,15/01/18,2,17:15,2,1,31,30
2.02E+12,3,2,1,16/01/18,3,10:45,1,1,30,44
2.02E+12,3,2,1,16/01/18,3,6:49,3,2,1,26
2.02E+12,2,2,1,16/01/18,3,9:29,1,1,67,31
2.02E+12,3,1,1,16/01/18,3,8:20,1,1,59,54
2.02E+12,3,3,2,16/01/18,3,9:50,2,2,27,25
2.02E+12,3,1,1,16/01/18,3,11:40,3,1,1,48
2.02E+12,3,2,1,16/01/18,3,10:14,1,1,32,25
2.02E+12,3,1,1,16/01/18,3,11:46,2,2,64,31
2.02E+12,3,2,2,14/01/18,1,13:40,1,2,20,38
2.02E+12,3,1,1,15/01/18,2,17:05,1,1,28,47
2.02E+12,3,2,2,16/01/18,3,0:22,2,1,33,24
2.02E+12,3,2,1,16/01/18,3,9:06,2,1,32,45
2.02E+12,3,2,1,16/01/18,3,11:49,1,1,46,35
2.02E+12,2,1,1,16/01/18,3,12:30,2,1,28,31
2.02E+12,3,2,1,15/01/18,2,17:35,1,2,16,27
2.02E+12,2,1,1,16/01/18,3,8:08,2,1,33,42
2.02E+12,3,1,1,16/01/18,3,7:50,1,2,32,27
2.02E+12,3,1,1,16/01/18,3,13:21,1,1,1,52
2.02E+12,3,2,1,16/01/18,3,14:45,2,1,50,30
2.02E+12,3,2,1,16/01/18,3,15:15,1,1,25,43
2.02E+12,3,1,1,16/01/18,3,15:10,1,1,43,23
2.02E+12,3,2,1,16/01/18,3,14:48,2,1,27,55
2.02E+12,3,2,1,12/01/18,6,20:15,2,1,46,19
2.02E+12,3,2,1,15/01/18,2,21:00,1,2,37,13
2.02E+12,3,1,1,16/01/18,3,16:20,1,2,38,53
2.02E+12,3,2,1,16/01/18,3,15:52,1,2,23,38
2.02E+12,3,1,1,16/01/18,3,15:40,1,2,44,58
2.02E+12,3,2,1,16/01/18,3,16:55,2,2,1,38
2.02E+12,3,2,1,16/01/18,3,16:04,1,2,71,19
2.02E+12,3,1,1,16/01/18,3,17:10,3,1,1,36
2.02E+12,3,1,1,16/01/18,3,16:40,1,1,32,14
2.02E+12,3,2,1,16/01/18,3,9:14,2,2,52,24
2.02E+12,3,1,1,15/01/18,2,14:20,1,2,19,1
2.02E+12,3,3,1,16/01/18,3,16:50,1,1,42,1
2.02E+12,3,1,1,15/01/18,2,7:30,1,1,29,1
2.02E+12,3,1,1,16/01/18,3,17:15,1,1,55,1
2.02E+12,3,3,1,16/01/18,3,17:33,1,1,1,44
2.02E+12,3,2,3,16/01/18,3,17:40,1,1,27,54
2.02E+12,3,3,1,16/01/18,3,15:17,1,1,30,40
2.02E+12,3,1,2,16/01/18,3,14:17,1,1,42,27
2.02E+12,3,1,1,16/01/18,3,17:40,1,1,55,29
2.02E+12,3,2,1,16/01/18,3,16:20,2,1,44,44
2.02E+12,3,2,1,16/01/18,3,19:00,3,1,1,36
2.02E+12,3,2,1,16/01/18,3,16:33,3,2,1,32
2.02E+12,2,1,1,16/01/18,3,15:38,2,2,39,81
2.02E+12,3,1,1,15/01/18,2,18:40,1,2,38,30
2.02E+12,3,2,1,16/01/18,3,19:07,2,1,1,28
2.02E+12,3,2,1,16/01/18,3,17:20,1,2,65,24
2.02E+12,2,2,1,16/01/18,3,18:05,1,2,45,31
